Rank,Journal,Total Cites,Journal Impact Factor,Eigenfactor Score
11395,ANNALS OF SCIENCE,356,0.405,0.000490
11395,ANNALS OF SCIENCE,356,0.405,0.000490
11395,Archivos Argentinos de Pediatria,524,0.405,0.000610
11395,DIPLOMATIC HISTORY,541,0.405,0.000750
11395,Fourrages,222,0.405,0.000100
11395,International Journal of Web Services Research,101,0.405,0.000200
11395,Irish Educational Studies,216,0.405,0.000400
11395,Journal of French Language Studies,125,0.405,0.000180
11395,ORNITHOLOGICAL SCIENCE,164,0.405,0.000170
11395,Tijdschrift voor Communicatiewetenschap,49,0.405,0.000120
11395,Vojnosanitetski Pregled,628,0.405,0.001010
11406,Assistenza Infermieristica e Ricerca,86,0.404,0.000110
11406,Assistenza Infermieristica e Ricerca,86,0.404,0.000110
11406,Bioscience Journal,776,0.404,0.001530
11406,CIRCUIT WORLD,213,0.404,0.000140
11406,Clinical and Experimental Obstetrics & Gynecology,804,0.404,0.001310
11406,HEAT TRANSFER RESEARCH,410,0.404,0.000570
11406,Multilingua-Journal of Cross-Cultural and Interlanguage Communication,348,0.404,0.000560
11406,Neurochemical Journal,161,0.404,0.000220
11406,RAE-Revista de Administracao de Empresas,504,0.404,0.000110
11415,Bulletin of the Korean Mathematical Society,668,0.403,0.002070
11415,Hippokratia,762,0.403,0.000990
11415,Notre Dame Journal of Formal Logic,507,0.403,0.001090
11418,ACTA OECONOMICA,141,0.402,0.000130
11418,INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,604,0.402,0.003000
11420,ANNALES DE BIOLOGIE CLINIQUE,501,0.401,0.000430
11420,Latin American Journal of Pharmacy,912,0.401,0.000720
11422,AMERICAN CRIMINAL LAW REVIEW,333,0.400,0.000490
11422,Australian Journal of Adult Learning,155,0.400,0.000080
11422,CMC-Computers Materials & Continua,320,0.400,0.000410
11422,DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,501,0.400,0.000210
11422,Gospodarka Surowcami Mineralnymi-Mineral Resources Management,265,0.400,0.000270
11422,Historia Agraria,176,0.400,0.000230
11422,Journal of World Energy Law & Business,109,0.400,0.000130
11422,Portuguese Economic Journal,144,0.400,0.000070
11422,Review of Economic Design,165,0.400,0.000500
11422,Revista Romana de Medicina de Laborator,81,0.400,0.000130
11422,SAMPE JOURNAL,181,0.400,0.000080
11422,SOCIOLOGIE DU TRAVAIL,278,0.400,0.000390
11434,PRZEMYSL CHEMICZNY,"1,115",0.399,0.000930
11435,Analytical and Quantitative Cytopathology and Histopathology,556,0.398,0.000450
11435,Statistics and Its Interface,431,0.398,0.001140
11437,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,360,0.397,0.000440
11437,METAL SCIENCE AND HEAT TREATMENT,"1,018",0.397,0.000720
11437,Russian Journal of Pacific Geology,216,0.397,0.000400
11440,Australian Orthodontic Journal,273,0.396,0.000360
11440,CHIMICA OGGI-CHEMISTRY TODAY,383,0.396,0.000480
11440,EUROPEAN JOURNAL OF PSYCHIATRY,236,0.396,0.000330
11440,HISTORICAL JOURNAL,"1,146",0.396,0.001170
11440,Psihologija,167,0.396,0.000280
11440,TELOPEA,234,0.396,0.000240
11446,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,515,0.395,0.000480
11446,JOURNAL OF LABOR RESEARCH,472,0.395,0.000270
11446,LMS Journal of Computation and Mathematics,209,0.395,0.001250
11446,Propagation of Ornamental Plants,130,0.395,0.000100
11446,Water Resources,589,0.395,0.000650
11451,ALGEBRA COLLOQUIUM,445,0.394,0.001290
11451,Chemija,246,0.394,0.000150
11451,Journal of Operational Risk,100,0.394,0.000110
11451,MATHEMATICA SCANDINAVICA,"1,082",0.394,0.000960
11455,Language Problems & Language Planning,162,0.393,0.000150
11455,SOCIAL SCIENCE HISTORY,365,0.393,0.000390
11455,TROPICAL BIOMEDICINE,845,0.393,0.001300
11458,CHINESE ANNALS OF MATHEMATICS SERIES B,645,0.392,0.001430
11458,Genetika-Belgrade,318,0.392,0.000430
11458,JOURNAL OF OPTICAL TECHNOLOGY,762,0.392,0.000610
11458,Journal of the Ramanujan Mathematical Society,171,0.392,0.000870
11458,REVISTA ARVORE,"1,548",0.392,0.001010
11463,Macedonian Journal of Chemistry and Chemical Engineering,164,0.391,0.000230
11463,Philippine Political Science Journal,53,0.391,0.000040
11465,Investigacion Economica,90,0.390,0.000070
11465,JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,"2,045",0.390,0.000810
11465,MEASUREMENT TECHNIQUES,772,0.390,0.000560
11468,Journal of Evidence-Based Psychotherapies,22,0.389,0.000070
11468,Terminology,94,0.389,0.000080
11468,Tropical Grasslands-Forrajes Tropicales,81,0.389,0.000280
11471,Journal of Water Chemistry and Technology,242,0.388,0.000170
11471,TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,244,0.388,0.000340
11473,Engenharia Agricola,707,0.387,0.000860
11473,JOURNAL OF INFRARED AND MILLIMETER WAVES,397,0.387,0.000330
11473,MATERIALS SCIENCE,636,0.387,0.000420
11473,REVUE DE MEDECINE VETERINAIRE,723,0.387,0.000500
11477,NEW SCIENTIST,917,0.386,0.001120
11477,Optoelectronics and Advanced Materials-Rapid Communications,922,0.386,0.000970
11477,Postcolonial Studies,255,0.386,0.000590
11480,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,601,0.385,0.000680
11480,INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,"1,189",0.385,0.000750
11480,Independent Review,199,0.385,0.000230
11480,OFIOLITI,331,0.385,0.000120
11480,PESQUISA VETERINARIA BRASILEIRA,"1,494",0.385,0.001900
11480,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida,162,0.385,0.000130
11486,ACTA ALIMENTARIA,420,0.384,0.000340
11486,PRAKTISCHE METALLOGRAPHIE-PRACTICAL METALLOGRAPHY,163,0.384,0.000390
11488,JOURNAL OF PSYCHOLOGY AND THEOLOGY,486,0.383,0.000320
11489,TRACE ELEMENTS AND ELECTROLYTES,226,0.381,0.000100
11490,Journal of Forensic Psychology Practice,188,0.380,0.000370
11490,POLITICKA EKONOMIE,182,0.380,0.000130
11490,REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,543,0.380,0.000240
11493,FOOD SCIENCE AND TECHNOLOGY RESEARCH,"1,102",0.379,0.001100
11493,Glasnik Matematicki,288,0.379,0.000710
11495,B E Journal of Macroeconomics,236,0.378,0.000690
11495,International Journal of Gerontology,209,0.378,0.000430
11495,THEORY OF PROBABILITY AND ITS APPLICATIONS,"1,477",0.378,0.001180
11498,Acta Botanica Mexicana,379,0.377,0.000380
11498,Frontiers of Mathematics in China,386,0.377,0.002190
11498,NIHON REOROJI GAKKAISHI,196,0.377,0.000180
11498,REFERENCE & USER SERVICES QUARTERLY,284,0.377,0.000160
11498,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,515,0.377,0.000570
11503,RADIOLOGE,558,0.376,0.000480
11504,ArcheoSciences-Revue d Archeometrie,70,0.375,0.000130
11504,International Journal of Acoustics and Vibration,188,0.375,0.000240
11504,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,369,0.375,0.000150
11504,JOURNAL OF MEDIA ECONOMICS,281,0.375,0.000190
11504,Journal of Applied Economics,290,0.375,0.000180
11504,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,662,0.375,0.000070
11504,SPIXIANA,285,0.375,0.000330
11504,STANFORD JOURNAL OF INTERNATIONAL LAW,165,0.375,0.000210
11504,Syntax and Semantics,577,0.375,0.000110
11513,Journal of Semiconductor Technology and Science,283,0.374,0.000540
11514,ANNALES DE PATHOLOGIE,369,0.373,0.000320
11514,EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,104,0.373,0.000160
11514,Food Hygiene and Safety Science,145,0.373,0.000240
11514,International Review of the Red Cross,579,0.373,0.000730
11518,AMERICAN SPEECH,449,0.372,0.000170
11518,Journal of Marine Science and Technology-Taiwan,558,0.372,0.000770
11518,POLITISCHE VIERTELJAHRESSCHRIFT,296,0.372,0.000360
11521,Lecture Notes in Mathematics,"11,469",0.371,0.010420
11521,Review of Cognitive Linguistics,85,0.371,0.000300
11523,AUSTRALIAN ECONOMIC HISTORY REVIEW,127,0.370,0.000220
11523,Pragmatics & Cognition,268,0.370,0.000220
11523,REVUE ROUMAINE DE CHIMIE,666,0.370,0.000560
11526,ACTA ZOOLOGICA BULGARICA,502,0.369,0.000590
11526,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,115,0.369,0.000220
11528,Ethics & Global Politics,92,0.368,0.000210
11528,Geriatrie et Psychologie Neuropsychiatrie de Vieillissement,110,0.368,0.000240
11528,INDIAN JOURNAL OF BIOTECHNOLOGY,688,0.368,0.000570
11528,Magallania,213,0.368,0.000190
11528,NEUROPHYSIOLOGY,223,0.368,0.000250
11528,Planning Perspectives,323,0.368,0.000440
11534,CHILDRENS HEALTH CARE,475,0.367,0.000360
11534,INTEGRATED FERROELECTRICS,964,0.367,0.000800
11536,Acta Clinica Croatica,376,0.366,0.000500
11536,Contemporary Problems of Ecology,377,0.366,0.000600
11536,IMAGING SCIENCE JOURNAL,205,0.366,0.000290
11536,INDIAN JOURNAL OF FIBRE & TEXTILE RESEARCH,920,0.366,0.000640
11536,JOURNAL OF VETERINARY DENTISTRY,170,0.366,0.000210
11536,SCIENCE IN CONTEXT,356,0.366,0.000500
11536,SCIENCE IN CONTEXT,356,0.366,0.000500
11543,MINERVA BIOTECNOLOGICA,90,0.365,0.000070
11544,Africana Linguistica,52,0.364,0.000140
11544,Current Perspectives in Social Theory,36,0.364,0.000050
11544,HEART SURGERY FORUM,537,0.364,0.000600
11544,Hokkaido Mathematical Journal,329,0.364,0.000340
11544,Icelandic Agricultural Sciences,76,0.364,0.000080
11544,PHYTON-ANNALES REI BOTANICAE,343,0.364,0.000190
11544,PSYCHOTHERAPEUT,280,0.364,0.000350
11544,Recht & Psychiatrie,56,0.364,0.000040
11544,Recht & Psychiatrie,56,0.364,0.000040
11553,International Journal of Diabetes in Developing Countries,396,0.361,0.000390
11554,CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS,370,0.360,0.000290
11554,China Foundry,297,0.360,0.000280
11554,Inland Water Biology,211,0.360,0.000380
11554,Intersecciones en Antropologia,214,0.360,0.000360
11554,Linguistica Antverpiensia New Series-Themes in Translation Studies,95,0.360,0.000140
11554,PSYCHE-ZEITSCHRIFT FUR PSYCHOANALYSE UND IHRE ANWENDUNGEN,243,0.360,0.000160
11554,VOPROSY PSIKHOLOGII,316,0.360,0.000060
11561,DYNAMIC SYSTEMS AND APPLICATIONS,290,0.359,0.000460
11561,Noropsikiyatri Arsivi-Archives of Neuropsychiatry,226,0.359,0.000350
11561,Problems of Information Transmission,579,0.359,0.000630
11564,ARCHIVOS LATINOAMERICANOS DE NUTRICION,581,0.358,0.000280
11564,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,142,0.358,0.000160
11566,Psychoanalysis and History,57,0.357,0.000080
11566,Review of Network Economics,238,0.357,0.000550
11566,SCIENCES SOCIALES ET SANTE,119,0.357,0.000130
11566,Salud Colectiva,136,0.357,0.000180
11570,Econ Journal Watch,140,0.356,0.000500
11570,South African Journal of Psychiatry,114,0.356,0.000100
11570,South African Journal of Psychiatry,114,0.356,0.000100
11570,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,247,0.356,0.000470
11574,Asia-Pacific Journal of Financial Studies,119,0.355,0.000210
11574,JOURNAL OF POLYMER MATERIALS,223,0.355,0.000130
11576,B-ENT,328,0.354,0.000520
11576,Postepy Mikrobiologii,118,0.354,0.000110
11578,Acta Phytotaxonomica et Geobotanica,136,0.353,0.000090
11578,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,"4,030",0.353,0.005000
11578,Contributions to Discrete Mathematics,52,0.353,0.000260
11578,FEMINIST STUDIES,"1,050",0.353,0.000710
11578,INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,506,0.353,0.001510
11578,ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS,439,0.353,0.000840
11584,Egitim ve Bilim-Education and Science,481,0.352,0.000390
11584,Historical Social Research-Historische Sozialforschung,574,0.352,0.000940
11584,Sumarski List,208,0.352,0.000170
11587,BIOLOGY BULLETIN,552,0.351,0.000880
11587,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,293,0.351,0.000640
11587,HISTORY OF THE HUMAN SCIENCES,507,0.351,0.000640
11587,HISTORY OF THE HUMAN SCIENCES,507,0.351,0.000640
11587,Indian Journal of Pharmaceutical Education and Research,271,0.351,0.000170
11587,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,272,0.351,0.000180
11587,NOTORNIS,553,0.351,0.000200
11594,NATURAL RESOURCES JOURNAL,467,0.350,0.000150
11594,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,254,0.350,0.000550
11594,REVUE D ECOLOGIE-LA TERRE ET LA VIE,373,0.350,0.000270
11594,Soil Mechanics and Foundation Engineering,226,0.350,0.000100
11598,European Surgery-Acta Chirurgica Austriaca,186,0.349,0.000320
11598,RHODORA,416,0.349,0.000090
11598,Semina-Ciencias Agrarias,"1,227",0.349,0.002390
11601,BOLETIM DO INSTITUTO DE PESCA,414,0.348,0.000420
11601,INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,843,0.348,0.000350
11601,Journal of Modern European History,112,0.348,0.000740
11601,RETHINKING HISTORY,270,0.348,0.000500
11605,METALLURGIST,477,0.347,0.000530
11606,CYBIUM,802,0.346,0.000530
11606,Theology and Science,85,0.346,0.000050
11608,BERICHTE UBER LANDWIRTSCHAFT,81,0.345,0.000120
11609,Asian Journal of WTO & International Health Law and Policy,40,0.344,0.000050
11609,Journal of Psychologists and Counsellors in Schools,11,0.344,0.000020
11609,RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,306,0.344,0.000050
11612,Revue de Pneumologie Clinique,200,0.343,0.000190
11612,Ukrainian Mathematical Journal,981,0.343,0.001120
11614,ALLGEMEINE FORST UND JAGDZEITUNG,325,0.342,0.000180
11614,Gaceta Medica de Mexico,426,0.342,0.000590
11616,AATCC Journal of Research,39,0.340,0.000090
11616,CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,376,0.340,0.000290
11616,CZECHOSLOVAK MATHEMATICAL JOURNAL,"1,026",0.340,0.001470
11616,JOURNAL OF COMPARATIVE FAMILY STUDIES,674,0.340,0.000680
11616,Materia-Rio de Janeiro,187,0.340,0.000210
11616,Pragmatics and Society,79,0.340,0.000200
11616,RIDE-The Journal of Applied Theatre and Performance,237,0.340,0.000150
11623,ACM Transactions on Asian and Low-Resource Language Information Processing,23,0.339,0.000020
11623,BIOPHARM INTERNATIONAL,230,0.339,0.000240
11623,INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,279,0.339,0.000180
11623,Journal of the Southern African Institute of Mining and Metallurgy,"1,264",0.339,0.000820
11627,Iranian Journal of Biotechnology,222,0.338,0.000190
11627,PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE,248,0.338,0.000180
11629,Ciencia e Investigacion Agraria,308,0.337,0.000340
11629,Geodetski Vestnik,106,0.337,0.000090
11629,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,"1,602",0.337,0.001500
11629,OPERATIVE TECHNIQUES IN SPORTS MEDICINE,268,0.337,0.000280
11633,INTERNATIONAL JOURNAL OF MORPHOLOGY,925,0.336,0.000960
11633,PSYCHIATRIC ANNALS,888,0.336,0.000380
11635,Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry,323,0.335,0.000190
11635,Universitas Psychologica,553,0.335,0.000580
11637,AATCC REVIEW,205,0.333,0.000040
11637,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,653,0.333,0.000270
11637,Australian Aboriginal Studies,151,0.333,0.000130
11637,Bangladesh Journal of Plant Taxonomy,103,0.333,0.000140
11637,Boletin de la Asociacion de Geografos Espanoles,437,0.333,0.000350
11637,English in Australia,122,0.333,0.000090
11637,GEFAHRSTOFFE REINHALTUNG DER LUFT,197,0.333,0.000150
11637,JOURNAL OF EAST ASIAN LINGUISTICS,251,0.333,0.000220
11637,JOURNAL OF FAMILY HISTORY,298,0.333,0.000340
11637,LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,106,0.333,0.000040
11637,PHYLLOMEDUSA,173,0.333,0.000180
11637,Revue d Histoire des Mathematiques,32,0.333,0.000050
11637,Romani Studies,67,0.333,0.000080
11650,FIBRE CHEMISTRY,404,0.332,0.000120
11651,ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,"1,289",0.330,0.002030
11651,Revista Fitotecnia Mexicana,363,0.330,0.000420
11653,APPLIED CATEGORICAL STRUCTURES,337,0.329,0.001220
11653,Historical Materialism-Research in Critical Marxist Theory,358,0.329,0.000480
11655,EKONOMICKY CASOPIS,218,0.327,0.000110
11655,JOURNAL OF CERAMIC PROCESSING RESEARCH,"1,008",0.327,0.000950
11655,JOURNAL OF INFORMATION SCIENCE AND ENGINEERING,598,0.327,0.000600
11655,Journal of Commutative Algebra,120,0.327,0.000670
11655,KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY,318,0.327,0.000490
11660,CRYPTOLOGIA,172,0.326,0.000060
11660,POWDER METALLURGY AND METAL CERAMICS,725,0.326,0.000330
11660,SPECTROSCOPY AND SPECTRAL ANALYSIS,"1,975",0.326,0.001810
11663,China Petroleum Processing & Petrochemical Technology,148,0.325,0.000230
11664,Clinica y Salud,185,0.324,0.000090
11664,FOLIA LINGUISTICA,231,0.324,0.000290
11666,Progress in Nutrition,80,0.323,0.000070
11667,ORVOSI HETILAP,"1,026",0.322,0.000760
11668,ALTERNATIVES,459,0.321,0.000470
11668,JOURNAL OF BALTIC STUDIES,158,0.321,0.000130
11668,OIL GAS-EUROPEAN MAGAZINE,108,0.321,0.000110
11668,Romanian Biotechnological Letters,605,0.321,0.000530
11668,STUDIES IN LANGUAGE,476,0.321,0.000720
11668,Stahlbau,497,0.321,0.000570
11674,Pratiques Psychologiques,91,0.320,0.000090
11674,Pratiques Psychologiques,91,0.320,0.000090
11674,Romanian Journal of Legal Medicine,135,0.320,0.000200
11677,EVOLUTION PSYCHIATRIQUE,241,0.319,0.000180
11677,IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,"1,014",0.319,0.000810
11677,INTERNATIONAL JOURNAL OF GROUP PSYCHOTHERAPY,365,0.319,0.000200
11680,ENVIRONMENTAL & ENGINEERING GEOSCIENCE,432,0.318,0.000360
11680,INVESTIGACION CLINICA,207,0.318,0.000130
11680,SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,121,0.318,0.000030
11680,SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,176,0.318,0.000230
11680,SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,220,0.318,0.000150
11685,JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,348,0.317,0.000110
11686,Monatsschrift fur Kriminologie und Strafrechtsreform,73,0.316,0.000090
11686,Nexus Network Journal,144,0.316,0.000100
11686,Social Epistemology,347,0.316,0.000670
11689,Asian Journal of Social Science,194,0.315,0.000200
11689,Journal of Contemporary Physics-Armenian Academy of Sciences,125,0.315,0.000060
11691,Dynamis,136,0.314,0.000110
11691,Dynamis,136,0.314,0.000110
11691,Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,80,0.314,0.000100
11691,Journal of Environmental Science and Management,94,0.314,0.000110
11691,Mathematica Slovaca,696,0.314,0.001210
11696,Geneva Risk and Insurance Review,79,0.313,0.000250
11696,Historia y Politica,131,0.313,0.000320
11696,ICGA JOURNAL,45,0.313,0.000000
11696,International Journal of Transport Economics,186,0.313,0.000170
11696,Molecular Genetics Microbiology and Virology,107,0.313,0.000150
11696,Tydskrif Vir Geesteswetenskappe,95,0.313,0.000040
11702,Hidrobiologica,278,0.312,0.000280
11702,JOURNAL OF THE JAPAN INSTITUTE OF METALS,921,0.312,0.000440
11704,Asian and Pacific Migration Journal,280,0.311,0.000380
11704,Drewno,74,0.311,0.000130
11704,INTERDISCIPLINARY SCIENCE REVIEWS,238,0.311,0.000080
11704,INTERDISCIPLINARY SCIENCE REVIEWS,238,0.311,0.000080
11704,JOURNAL FOR THE HISTORY OF ASTRONOMY,233,0.311,0.000340
11704,Journal of Australian Studies,328,0.311,0.000290
11704,Journal of Web Engineering,95,0.311,0.000090
11704,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,262,0.311,0.000140
11712,Journal of Asian Architecture and Building Engineering,305,0.310,0.000240
11712,Journal of Marine Engineering and Technology,88,0.310,0.000110
11712,Korean Economic Review,32,0.310,0.000050
11712,NEUROCIRUGIA,265,0.310,0.000230
11712,SERIALS REVIEW,182,0.310,0.000150
11712,THALASSAS,99,0.310,0.000100
11712,WAR IN HISTORY,128,0.310,0.000290
11719,Contemporary European History,310,0.308,0.000770
11719,Hand Surgery & Rehabilitation,29,0.308,0.000100
11719,Journal of Early Modern History,139,0.308,0.000360
11719,NARRATIVE INQUIRY,518,0.308,0.000390
11723,AMERICAN MATHEMATICAL MONTHLY,"3,627",0.306,0.001720
11723,B E Journal of Economic Analysis & Policy,754,0.306,0.001260
11723,Balkan Journal of Medical Genetics,86,0.306,0.000220
11723,Revue Francaise d Allergologie,280,0.306,0.000110
11727,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,213,0.305,0.000240
11727,LASERS IN ENGINEERING,215,0.305,0.000320
11727,Studia Universitatis Babes-Bolyai Chemia,156,0.305,0.000120
11727,WOMEN & THERAPY,335,0.305,0.000170
11731,Cuadernos de Desarrollo Rural,97,0.304,0.000140
11731,ISRAEL JOURNAL OF VETERINARY MEDICINE,178,0.304,0.000310
11733,Gedrag & Organisatie,117,0.303,0.000090
11733,IRISH JOURNAL OF AGRICULTURAL AND FOOD RESEARCH,327,0.303,0.000300
11735,Boletin de la Sociedad Argentina de Botanica,381,0.302,0.000340
11735,CONTEMPORARY PSYCHOANALYSIS,513,0.302,0.000410
11735,REDIA-GIORNALE DI ZOOLOGIA,452,0.302,0.000200
11735,SOUTH AFRICAN HISTORICAL JOURNAL,216,0.302,0.000410
11739,Korean Journal of Horticultural Science & Technology,278,0.301,0.000370
11740,Deviance et Societe,105,0.300,0.000120
11740,INTERNATIONAL JOURNAL,331,0.300,0.000270
11740,LIBRARY AND INFORMATION SCIENCE,24,0.300,0.000020
11740,Lazaroa,257,0.300,0.000110
11740,Srpski Arhiv za Celokupno Lekarstvo,408,0.300,0.000490
11740,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,192,0.300,0.000110
11746,Current Medical Imaging Reviews,303,0.299,0.000380
11746,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,"1,416",0.299,0.000510
11748,NEGOTIATION JOURNAL,460,0.298,0.000350
11748,PHILIPPINE AGRICULTURAL SCIENTIST,261,0.298,0.000210
11750,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,700,0.297,0.000230
11750,Revija za Socijalnu Politiku,45,0.297,0.000090
11752,GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING,508,0.296,0.000530
11752,STOCHASTIC MODELS,467,0.296,0.000690
11754,ARCHIVES DE PEDIATRIE,"1,443",0.295,0.001450
11754,Animal Nutrition and Feed Technology,184,0.295,0.000230
11754,PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,426,0.295,0.000820
11754,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,431,0.295,0.000530
11754,URBAN LAWYER,151,0.295,0.000160
11759,HISTORY AND PHILOSOPHY OF LOGIC,131,0.294,0.000150
11759,History of Geo- and Space Sciences,18,0.294,0.000120
11759,History of Geo- and Space Sciences,18,0.294,0.000120
11759,IHERINGIA SERIE ZOOLOGIA,687,0.294,0.000610
11759,International Journal of the History of Sport,779,0.294,0.000730
11764,JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,121,0.293,0.000270
11764,YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,"1,498",0.293,0.000480
11764,Zeitschrift fur Neuropsychologie,94,0.293,0.000110
11767,CALDASIA,351,0.292,0.000220
11767,Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,107,0.292,0.000110
11767,POLITY,554,0.292,0.000680
11767,PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,569,0.292,0.000790
11771,ASTRONOMY & GEOPHYSICS,211,0.291,0.000220
11771,Bautechnik,278,0.291,0.000590
11771,ETHNOHISTORY,403,0.291,0.000310
11771,International Journal of Applied Research in Veterinary Medicine,257,0.291,0.000170
11775,Engenharia Sanitaria e Ambiental,329,0.290,0.000220
11775,RARE METAL MATERIALS AND ENGINEERING,"2,542",0.290,0.002120
11777,Anthropological Notebooks,82,0.289,0.000120
11777,Indian Journal of Geo-Marine Sciences,523,0.289,0.001150
11779,ATOMIC ENERGY,727,0.288,0.000380
11779,Acta Bioethica,107,0.288,0.000020
11779,Acta Bioethica,107,0.288,0.000020
11779,ITEA-Informacion Tecnica Economica Agraria,62,0.288,0.000090
11779,Journal of Tropical Meteorology,430,0.288,0.000390
11779,Journal of the History of the Neurosciences,298,0.288,0.000210
11779,PERSPECTIVES IN BIOLOGY AND MEDICINE,973,0.288,0.000440
11779,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,313,0.288,0.000310
11779,Romanian Journal of Information Science and Technology,136,0.288,0.000140
11779,SOUTH AFRICAN JOURNAL OF SURGERY,284,0.288,0.000290
11779,Sugar Industry-Zuckerindustrie,232,0.288,0.000230
11790,ARCTIC ANTHROPOLOGY,332,0.286,0.000160
11790,ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,"1,432",0.286,0.001450
11790,Acta Microscopica,61,0.286,0.000050
11790,African Journal of Library Archives and Information Science,41,0.286,0.000040
11790,DADOS-REVISTA DE CIENCIAS SOCIAIS,295,0.286,0.000130
11790,Gender and Language,83,0.286,0.000210
11790,JOURNAL OF LEGAL MEDICINE,117,0.286,0.000210
11790,JOURNAL OF WOMENS HISTORY,400,0.286,0.000380
11790,Probability and Mathematical Statistics-Poland,239,0.286,0.000540
11790,Sociologus,44,0.286,0.000050
11790,VETERINARSKI ARHIV,494,0.286,0.000470
11801,HOUSTON JOURNAL OF MATHEMATICS,770,0.285,0.001860
11802,PHI DELTA KAPPAN,"1,624",0.284,0.000800
11802,Postmedieval-A Journal of Medieval Cultural Studies,91,0.284,0.000090
11802,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,"1,835",0.284,0.000750
11805,Glass Technology-European Journal of Glass Science and Technology Part A,424,0.282,0.000170
11806,Language and Linguistics,225,0.281,0.000240
11807,Bulletin of the Iranian Mathematical Society,294,0.280,0.000970
11807,FREQUENZ,223,0.280,0.000180
11807,JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN,747,0.280,0.000710
